0.000000e+00 1.998401e-14 
1.000000e-14 2.442491e-14 
2.000000e-14 2.442491e-14 
4.000000e-14 2.442491e-14 
8.000000e-14 1.731948e-14 
1.600000e-13 2.087219e-14 
3.200000e-13 2.087219e-14 
6.400000e-13 2.087219e-14 
1.280000e-12 1.998401e-14 
2.280000e-12 2.042810e-14 
3.280000e-12 2.176037e-14 
4.280000e-12 2.242651e-14 
5.280000e-12 2.242651e-14 
6.280000e-12 2.242651e-14 
7.280000e-12 2.264855e-14 
8.280000e-12 2.287059e-14 
9.280000e-12 2.309264e-14 
1.028000e-11 2.331468e-14 
1.128000e-11 2.353673e-14 
1.228000e-11 2.375877e-14 
1.328000e-11 2.398082e-14 
1.428000e-11 2.375877e-14 
1.528000e-11 2.375877e-14 
1.628000e-11 2.398082e-14 
1.728000e-11 2.420286e-14 
1.828000e-11 2.420286e-14 
1.928000e-11 2.420286e-14 
2.028000e-11 2.464695e-14 
2.128000e-11 2.531308e-14 
2.228000e-11 2.531308e-14 
2.328000e-11 2.553513e-14 
2.428000e-11 2.553513e-14 
2.528000e-11 2.575717e-14 
2.628000e-11 2.642331e-14 
2.728000e-11 2.686740e-14 
2.828000e-11 2.708944e-14 
2.928000e-11 2.731149e-14 
3.000000e-11 2.819966e-14 
3.010000e-11 2.886580e-14 
3.030000e-11 2.886580e-14 
3.070000e-11 2.886580e-14 
3.100000e-11 2.775558e-14 
3.108000e-11 2.819966e-14 
3.124000e-11 2.819966e-14 
3.156000e-11 2.775558e-14 
3.220000e-11 2.708944e-14 
3.320000e-11 2.731149e-14 
3.420000e-11 2.642331e-14 
3.520000e-11 2.620126e-14 
3.620000e-11 2.620126e-14 
3.720000e-11 2.664535e-14 
3.820000e-11 2.953193e-14 
3.920000e-11 4.729550e-14 
4.020000e-11 1.654232e-13 
4.120000e-11 8.486545e-13 
4.220000e-11 4.311440e-12 
4.320000e-11 1.988387e-11 
4.420000e-11 8.252754e-11 
4.520000e-11 3.095277e-10 
4.620000e-11 1.054575e-09 
4.720000e-11 3.279053e-09 
4.820000e-11 9.340606e-09 
4.920000e-11 2.445089e-08 
5.020000e-11 5.895952e-08 
5.120000e-11 1.312015e-07 
5.220000e-11 2.697722e-07 
5.320000e-11 5.129289e-07 
5.420000e-11 9.020833e-07 
5.520000e-11 1.467309e-06 
5.620000e-11 2.206572e-06 
5.720000e-11 3.066618e-06 
5.820000e-11 3.938900e-06 
5.920000e-11 4.683111e-06 
6.020000e-11 5.179400e-06 
6.100000e-11 5.365880e-06 
6.110000e-11 5.375151e-06 
6.130000e-11 5.389112e-06 
6.170000e-11 5.393989e-06 
6.200000e-11 5.382744e-06 
6.208000e-11 5.378250e-06 
6.224000e-11 5.368919e-06 
6.256000e-11 5.351165e-06 
6.320000e-11 5.346752e-06 
6.420000e-11 5.505521e-06 
6.520000e-11 5.902469e-06 
6.620000e-11 6.447504e-06 
6.720000e-11 6.951339e-06 
6.820000e-11 7.259120e-06 
6.920000e-11 7.364158e-06 
7.020000e-11 7.409979e-06 
7.120000e-11 7.572269e-06 
7.220000e-11 7.914300e-06 
7.320000e-11 8.339068e-06 
7.420000e-11 8.681509e-06 
7.520000e-11 8.858486e-06 
7.620000e-11 8.938957e-06 
7.720000e-11 9.070298e-06 
7.820000e-11 9.334170e-06 
7.920000e-11 9.672533e-06 
8.020000e-11 9.952062e-06 
8.120000e-11 1.009469e-05 
8.220000e-11 1.013756e-05 
8.320000e-11 1.016418e-05 
8.420000e-11 1.018626e-05 
8.520000e-11 1.010626e-05 
8.620000e-11 9.802319e-06 
8.720000e-11 9.249370e-06 
8.820000e-11 8.558446e-06 
8.920000e-11 7.907169e-06 
9.020000e-11 7.438509e-06 
9.120000e-11 7.212348e-06 
9.220000e-11 7.215583e-06 
9.320000e-11 7.378972e-06 
9.420000e-11 7.578144e-06 
9.520000e-11 7.657508e-06 
9.620000e-11 7.510748e-06 
9.720000e-11 7.171948e-06 
9.820000e-11 6.818488e-06 
9.920000e-11 6.647369e-06 
1.002000e-10 6.714989e-06 
1.012000e-10 6.887274e-06 
1.022000e-10 6.955984e-06 
1.032000e-10 6.819840e-06 
1.042000e-10 6.564536e-06 
1.052000e-10 6.371830e-06 
1.062000e-10 6.349446e-06 
1.072000e-10 6.442261e-06 
1.082000e-10 6.499515e-06 
1.092000e-10 6.422816e-06 
1.102000e-10 6.250808e-06 
1.112000e-10 6.107385e-06 
1.122000e-10 6.074478e-06 
1.132000e-10 6.117119e-06 
1.142000e-10 6.128526e-06 
1.152000e-10 6.041360e-06 
1.162000e-10 5.889828e-06 
1.172000e-10 5.764286e-06 
1.182000e-10 5.713270e-06 
1.192000e-10 5.698515e-06 
1.202000e-10 5.645823e-06 
1.212000e-10 5.529556e-06 
1.222000e-10 5.396689e-06 
1.232000e-10 5.309435e-06 
1.242000e-10 5.277026e-06 
1.252000e-10 5.253209e-06 
1.262000e-10 5.195013e-06 
1.272000e-10 5.109306e-06 
1.282000e-10 5.035674e-06 
1.292000e-10 4.993817e-06 
1.302000e-10 4.961901e-06 
1.312000e-10 4.907674e-06 
1.322000e-10 4.828409e-06 
1.332000e-10 4.750481e-06 
1.342000e-10 4.694420e-06 
1.352000e-10 4.652440e-06 
1.362000e-10 4.603713e-06 
1.372000e-10 4.542558e-06 
1.382000e-10 4.482416e-06 
1.392000e-10 4.434505e-06 
1.402000e-10 4.392591e-06 
1.412000e-10 4.343037e-06 
1.422000e-10 4.283753e-06 
1.432000e-10 4.225934e-06 
1.442000e-10 4.178203e-06 
1.452000e-10 4.136011e-06 
1.462000e-10 4.089516e-06 
1.472000e-10 4.037204e-06 
1.482000e-10 3.986525e-06 
1.492000e-10 3.942443e-06 
1.502000e-10 3.900830e-06 
1.512000e-10 3.855088e-06 
1.522000e-10 3.805485e-06 
1.532000e-10 3.758191e-06 
1.542000e-10 3.716367e-06 
1.552000e-10 3.676209e-06 
1.562000e-10 3.632763e-06 
1.572000e-10 3.586623e-06 
1.582000e-10 3.542453e-06 
1.592000e-10 3.502294e-06 
1.602000e-10 3.463263e-06 
1.612000e-10 3.422099e-06 
1.622000e-10 3.379527e-06 
1.632000e-10 3.338632e-06 
1.642000e-10 3.300323e-06 
1.652000e-10 3.262472e-06 
1.662000e-10 3.223352e-06 
1.672000e-10 3.183996e-06 
1.682000e-10 3.146362e-06 
1.692000e-10 3.110407e-06 
1.702000e-10 3.074337e-06 
1.712000e-10 3.037317e-06 
1.722000e-10 3.000554e-06 
1.732000e-10 2.965404e-06 
1.742000e-10 2.931471e-06 
1.752000e-10 2.897336e-06 
1.762000e-10 2.862593e-06 
1.772000e-10 2.828233e-06 
1.782000e-10 2.795067e-06 
1.792000e-10 2.762642e-06 
1.802000e-10 2.730079e-06 
1.812000e-10 2.697382e-06 
1.822000e-10 2.665319e-06 
1.832000e-10 2.634221e-06 
1.842000e-10 2.603550e-06 
1.852000e-10 2.572754e-06 
1.862000e-10 2.542054e-06 
1.872000e-10 2.512033e-06 
1.882000e-10 2.482756e-06 
1.892000e-10 2.453705e-06 
1.902000e-10 2.424554e-06 
1.912000e-10 2.395593e-06 
1.922000e-10 2.367269e-06 
1.932000e-10 2.339575e-06 
1.942000e-10 2.312143e-06 
1.952000e-10 2.284791e-06 
1.962000e-10 2.257704e-06 
1.972000e-10 2.231084e-06 
1.982000e-10 2.204853e-06 
1.992000e-10 2.178828e-06 
2.002000e-10 2.153027e-06 
2.012000e-10 2.127614e-06 
2.022000e-10 2.102619e-06 
2.032000e-10 2.077882e-06 
2.042000e-10 2.053301e-06 
2.052000e-10 2.028984e-06 
2.062000e-10 2.005083e-06 
2.072000e-10 1.981557e-06 
2.082000e-10 1.958227e-06 
2.092000e-10 1.935030e-06 
2.102000e-10 1.912093e-06 
2.112000e-10 1.889553e-06 
2.122000e-10 1.867368e-06 
2.132000e-10 1.845395e-06 
2.142000e-10 1.823581e-06 
2.152000e-10 1.802004e-06 
2.162000e-10 1.780742e-06 
2.172000e-10 1.759776e-06 
2.182000e-10 1.739040e-06 
2.192000e-10 1.718517e-06 
2.202000e-10 1.698238e-06 
2.212000e-10 1.678214e-06 
2.222000e-10 1.658420e-06 
2.232000e-10 1.638842e-06 
2.242000e-10 1.619501e-06 
2.252000e-10 1.600415e-06 
2.262000e-10 1.581557e-06 
2.272000e-10 1.562893e-06 
2.282000e-10 1.544431e-06 
2.292000e-10 1.526208e-06 
2.302000e-10 1.508229e-06 
2.312000e-10 1.490459e-06 
2.322000e-10 1.472867e-06 
2.332000e-10 1.455467e-06 
2.342000e-10 1.438292e-06 
2.352000e-10 1.421347e-06 
2.362000e-10 1.404597e-06 
2.372000e-10 1.388021e-06 
2.382000e-10 1.371630e-06 
2.392000e-10 1.355448e-06 
2.402000e-10 1.339472e-06 
2.412000e-10 1.323680e-06 
2.422000e-10 1.308061e-06 
2.432000e-10 1.292623e-06 
2.442000e-10 1.277377e-06 
2.452000e-10 1.262316e-06 
2.462000e-10 1.247428e-06 
2.472000e-10 1.232707e-06 
2.482000e-10 1.218163e-06 
2.492000e-10 1.203799e-06 
